Watershed,dep_names,expl_names,nobs,p.value,r.squared,adj.r.squared,RMSE,statistic,df,r,p,r.sq.adj,r_labels,r2_labels
Gunnison,DOC_mgL,WsAreaSqKm,11,9.965928842641357e-5,0.8286228392476069,0.8095809324973411,0.4818993585443293,43.51574924270839,1,0.9102872289819335,< 0.1,0.81,r~'= '*0.91,r^2~'= '*0.81
Gunnison,DOC_mgL,tt_hr,11,0.05477104639740716,0.3510214963724871,0.2789127737472079,0.937767186722093,4.867947782081902,1,0.5924706713184098,< 0.1,0.28,r~'= '*0.59,r^2~'= '*0.28
Gunnison,DOC_mgL,Da,11,0.0979120637756476,0.2747285529888987,0.19414283665433196,0.9913572032976236,3.4091469988094576,1,0.5241455456158134,< 0.1,0.19,r~'= '*0.52,r^2~'= '*0.19
Gunnison,DOC_mgL,lulc_evenness,11,0.14960346111189318,0.21616964198446884,0.12907737998274316,1.0306018468528386,2.482076329355018,1,0.46494047144174144,n.s.,NA,NA,NA
Gunnison,DOC_mgL,PctDecid2019Ws,11,0.08533191836140341,0.2932582067558103,0.21473134083978918,0.9786113840204478,3.7344952372023763,1,0.5415332000494616,< 0.1,0.21,r~'= '*0.54,r^2~'= '*0.21
Gunnison,DOC_mgL,PctConif2019Ws,11,0.5822325084754587,0.034913414960959836,-0.07231842782115594,1.1435706903714886,0.3255881280703197,1,0.18685131779294425,n.s.,NA,NA,NA
Gunnison,peaks.with.formula,WsAreaSqKm,11,0.6182181955667032,0.028745683983193087,-0.07917146224089655,737.8359527681114,0.2663680887511865,1,0.16954552186121896,n.s.,NA,NA,NA
Gunnison,peaks.with.formula,tt_hr,11,0.07712697782398381,0.30670463232876155,0.22967181369862388,623.3794504520567,3.9814800728162543,1,0.5538092020983055,< 0.1,0.23,r~'= '*0.55,r^2~'= '*0.23
Gunnison,peaks.with.formula,Da,11,0.1058467198540209,0.26411577035979716,0.18235085595533018,642.2410790755301,3.2301846370595357,1,0.5139219496769885,n.s.,NA,NA,NA
Gunnison,peaks.with.formula,lulc_evenness,11,0.6005070804871238,0.03168924827014087,-0.07590083525539915,736.7170307806432,0.29453688696708213,1,-0.17801474172141152,n.s.,NA,NA,NA
Gunnison,peaks.with.formula,PctDecid2019Ws,11,0.7382803803904945,0.013025639242744653,-0.09663817861917257,743.783034510488,0.11877791140871853,1,-0.11412992264408417,n.s.,NA,NA,NA
Gunnison,peaks.with.formula,PctConif2019Ws,11,0.011751633324499086,0.524257742121781,0.4713974912464233,516.3916334792003,9.917806545374892,1,0.724056449540905,< 0.1,0.47,r~'= '*0.72,r^2~'= '*0.47
